OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,Age,ProportionPrincipalUseType,ProportionSecondaryUseType,ProportionThirdUseType,RiseType,AgeType,energies_sum,energy_ratio,SteamUseProportion,ElectricityProportion,NaturalGasProportion
489,NonResidential,Small- and Mid-Sized Office,200 West Thomas,200 West Thomas St,Seattle,WA,98119.0,1989200615,7,MAGNOLIA / QUEEN ANNE,47.62115,-122.3597,1974,1,5,88062,20826,67236,"Office, Parking",Office,64752.0,Parking,21396.0,,,,80.0,52.70000076,55.0,165.6000061,172.6000061,3415561.25,3558562.5,0.0,3415561.0,0.0,Compliant,,23.81,0.27,49,0.7353001294542482,0.2429651836206309,,,Modern,3415561.0,0.9999999268055872,0.0,1.0,0.0
490,NonResidential,Small- and Mid-Sized Office,North Tower,100 West Harrison,Seattle,WA,98119.0,1989200720,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1972,1,5,87178,20416,66762,"Office, Parking",Office,66648.0,Parking,15167.0,,,,69.0,54.5,57.59999847,171.1000061,180.8000031,3632613.75,3838006.75,0.0,3632614.0,0.0,Compliant,,25.32,0.29,51,0.7645048062584597,0.17397737961412282,,,Old,3632614.0,1.0000000688209694,0.0,1.0,0.0
491,NonResidential,Small- and Mid-Sized Office,South Tower,100 West Harrison,Seattle,WA,98119.0,1989200740,7,MAGNOLIA / QUEEN ANNE,47.62224,-122.3585,1970,1,5,87178,20416,66762,"Office, Parking",Office,66747.0,Parking,28285.0,,,,86.0,52.29999924,55.5,164.3000031,174.3000031,3493093.75,3705629.0,0.0,3493093.0,0.0,Compliant,,24.35,0.28,53,0.7656404138658836,0.3244511229897451,,,Old,3493093.0,0.9999997852906181,0.0,1.0,0.0
493,NonResidential,Small- and Mid-Sized Office,200 First Ave W,200 1ST AVE W,Seattle,WA,98119.0,1989201020,7,MAGNOLIA / QUEEN ANNE,47.62014,-122.35768,1971,1,5,88000,21600,66400,"Office, Parking",Office,69691.0,Parking,17487.0,,,,75.0,50.0,0.0,157.0,0.0,3484915.5,0.0,0.0,3484915.0,0.0,Compliant,,24.29,0.28,52,0.7919431818181818,0.19871590909090908,,,Old,3484915.0,0.9999998565244982,0.0,1.0,0.0
494,NonResidential,Medical Office,4225 Roosevelt 2ros4225,4225 Roosevelt Way NE,Seattle,WA,98105.0,1145000200,4,NORTHEAST,47.65821,-122.31831,1988,1,4,196749,88405,108344,"Medical Office, Parking",Medical Office,108344.0,Parking,88405.0,,,,5.0,176.8999939,182.0,411.5,416.2999878,19165116.0,19718338.0,0.0,11703547.0,7461566.0,Compliant,,477.87,2.43,35,0.5506711597009387,0.4493288402990612,,Low,Modern,19165113.0,0.9999998434655966,0.0,0.61,0.39
495,NonResidential,Medical Office,4245 Roosevelt 2ros4245,4245 Roosevelt Way NE,Seattle,WA,98105.0,1145000310,4,NORTHEAST,47.65884,-122.3183,1994,1,4,191276,95281,95995,Medical Office,Medical Office,95995.0,,,,,,21.0,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,8422861.0,0.0,8005293.0,417567.0,Compliant,,77.99,0.41,29,0.5018664129320981,,,Low,Modern,8422860.0,0.9999998812754953,0.0,0.95,0.05
496,NonResidential,Self-Storage Facility,Market St Center,2811 NW Market Street,Seattle,WA,98107.0,1175001235,6,BALLARD,47.66838,-122.3931,1946,2,2,111445,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",,,,,,,,,47.79999924,51.0,103.0,106.4000015,5697472.5,6076957.0,0.0,3007514.0,2689958.0,Compliant,,163.83,1.47,77,,,,Low,Old,5697472.0,0.999999912241788,0.0,0.53,0.47
497,NonResidential,Warehouse,08176-West Seattle,2964 Sw Avalon Way,Seattle,WA,98126.0,1324039093,1,SOUTHWEST,47.56885,-122.37121,1997,1,4,98475,0,98475,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,,,,,,83.0,11.10000038,12.0,27.89999962,28.89999962,1090496.625,1178591.625,0.0,768997.0,321500.0,Compliant,,22.44,0.23,26,1.0,,,Low,Modern,1090497.0,1.000000343880019,0.0,0.71,0.29
498,NonResidential,Hospital,SCCA,825 Eastlake Ave E,Seattle,WA,98109.0,1361300055,3,LAKE UNION,47.62667,-122.32965,2000,1,7,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),215602.0,,,,,,23.0,198.1000061,200.3000031,467.6000061,465.1000061,42709624.0,43178016.0,0.0,26781892.0,15927728.0,Compliant,,1032.63,2.94,23,0.6133246095639063,,,Medium,Modern,42709620.0,0.9999999063442937,0.0,0.63,0.37
500,NonResidential,Supermarket / Grocery Store,70100179-Lake City,13000 Lake City Way NE,Seattle,WA,98125.0,1453601660,5,NORTH,47.7237,-122.29232,1995,1,2,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,,78.0,119.9000015,122.5999985,310.2000122,310.8999939,14512786.0,14843382.0,0.0,10680826.0,3831959.0,Compliant,,277.98,0.9,28,0.39191170520932794,0.0,0.0,Low,Modern,14512785.0,0.9999999310952425,0.0,0.74,0.26
503,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),3670 E MARGINAL WAY S,Seattle,WA,98134.0,1824049003,2,GREATER DUWAMISH,47.56895,-122.33775,2008,1,1,63225,0,63225,Supermarket/Grocery Store,Supermarket/Grocery Store,63225.0,,,,,,100.0,103.1999969,103.1999969,323.8999939,323.8999939,6522551.5,6522551.5,0.0,6522551.0,0.0,Compliant,,45.47,0.72,15,1.0,,,Low,Brand_new,6522551.0,0.999999923342882,0.0,1.0,0.0
507,NonResidential,Warehouse,Skyline-East Marginal,4401 E Marginal Way S,Seattle,WA,98134.0,1824049063,2,GREATER DUWAMISH,47.56419,-122.34262,1999,1,1,243044,0,243044,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,325424.0,,,,,,100.0,4.300000191,4.300000191,9.0,9.0,1396082.25,1396082.25,0.0,700977.0,695105.0,Compliant,,41.8,0.17,24,1.3389509718404897,,,Low,Modern,1396082.0,0.9999998209274561,0.0,0.5,0.5
508,NonResidential,Other,The Park View Building,601 N 34th St,Seattle,WA,98103.0,1825049147,6,LAKE UNION,47.64942,-122.35024,2001,1,3,280252,156312,123940,"Office, Parking, Retail Store",Parking,156312.0,Office,116440.0,Retail Store,7500.0,,,93.0,93.0,291.8999939,291.8999939,11521702.0,11521702.0,0.0,11521701.0,0.0,Compliant,,80.32,0.29,22,0.5577551632102536,0.4154832079699699,0.026761628819776485,Low,Modern,11521701.0,0.9999999132072674,0.0,1.0,0.0
513,NonResidential,Other,Q13 FOX,1813 Westlake Ave N,Seattle,WA,98109.0,1925049022,7,MAGNOLIA / QUEEN ANNE,47.63549,-122.34103,1952,1,3,66462,12998,53464,"Other, Parking",Other,72000.0,Parking,15000.0,,,,,95.5,95.5,299.8999939,299.8999939,6876439.5,6876439.5,0.0,6876438.0,0.0,Compliant,,47.94,0.72,71,1.0833258102374288,0.22569287713279768,,Low,Old,6876438.0,0.9999997818638555,0.0,1.0,0.0
514,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,12525 AURORA AVENUE NORTH,Seattle,WA,98133.0,1926049033,5,NORTHWEST,47.72053,-122.34739,1997,1,1,131387,0,131387,Retail Store,Retail Store,107931.0,,,,,,72.0,81.30000305,82.90000153,234.5,234.0,8773058.0,8949319.0,0.0,7704514.0,1068542.0,Compliant,,110.46,0.84,26,0.8214739662219246,,,Low,Modern,8773056.0,0.9999997720293198,0.0,0.88,0.12
515,NonResidential,Warehouse,0643-Seattle - North 130th Street,1430 North 130th Street,Seattle,WA,98133.0,1926049045,5,NORTHWEST,47.72377,-122.34095,1999,1,3,94400,0,94400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,67155.0,,,,,,38.0,11.69999981,11.89999962,33.5,33.70000076,784364.5,800622.875,0.0,680865.0,103500.0,Compliant,,10.24,0.11,24,0.7113877118644067,,,Low,Modern,784365.0,1.0000006374587325,0.0,0.87,0.13
516,NonResidential,Other,Aurora Shopping Center,13201 Aurora Avenue North,Seattle,WA,98133.0,1926049215,5,NORTHWEST,47.72546,-122.34659,1964,6,1,111900,0,111900,"Parking, Strip Mall",Strip Mall,124231.0,Parking,0.0,,,,,79.0,81.09999847,190.5,193.0,9814820.0,10079993.0,0.0,6390148.0,3424670.0,Compliant,,226.43,2.02,59,1.1101966041108133,0.0,,Low,Old,9814818.0,0.9999997962265228,0.0,0.65,0.35
518,NonResidential,Retail Store,AURORA ACRES (ID518),13200 AURORA AVE N,Seattle,WA,98133.0,1926049371,5,NORTHWEST,47.7249,-122.34332,1967,1,1,114000,0,114000,"Retail Store, Supermarket/Grocery Store",Retail Store,57805.0,Supermarket/Grocery Store,56312.0,,,,79.0,150.8999939,150.8999939,302.0,302.0,17225444.0,17225444.0,0.0,7836595.0,9388848.0,Compliant,,553.27,4.85,56,0.5070614035087719,0.4939649122807018,,Low,Old,17225443.0,0.999999941946344,0.0,0.45,0.55
519,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,13050 Aurora Avenue North,Seattle,WA,98133.0,1926049424,5,NORTHWEST,47.7235,-122.34458,1997,1,1,50083,0,50083,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,50065.0,Parking,0.0,,,,78.0,173.0,177.8000031,454.2000122,459.2000122,8663691.0,8901074.0,0.0,6528390.0,2135300.0,Compliant,,158.92,3.17,26,0.999640596609628,0.0,,Low,Modern,8663690.0,0.9999998845757542,0.0,0.75,0.25
520,NonResidential,Large Office,Burke Building,400 North 34th Street,Seattle,WA,98103.0,1972203220,6,LAKE UNION,47.65086,-122.35412,1988,1,3,124071,28645,95426,Office,Office,96504.0,,,,,,73.0,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,4991360.5,0.0,4989211.0,2149.0,Compliant,,34.9,0.28,35,0.7778127040162488,,,Low,Modern,4991360.0,0.999999899826911,0.0,1.0,0.0
521,NonResidential,Small- and Mid-Sized Office,The Evanston Building,501 N 34th Street,Seattle,WA,98103.0,1972206507,6,LAKE UNION,47.64963,-122.35158,2000,1,4,90000,36528,53472,Office,Office,90000.0,,,,,,84.0,43.29999924,43.29999924,136.0,136.0,3897738.0,3897738.0,0.0,3897737.0,0.0,Compliant,,27.17,0.3,23,1.0,,,Low,Modern,3897737.0,0.9999997434409393,0.0,1.0,0.0
522,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,Seattle,WA,98103.0,1973200353,6,LAKE UNION,47.64849,-122.35041,2001,1,3,96041,33709,62332,"Office, Parking",Office,62232.0,Parking,33709.0,,,,70.0,87.0,87.0,273.1000061,273.1000061,5413418.0,5413418.0,0.0,5413417.0,0.0,Compliant,,37.74,0.39,22,0.6479732614196021,0.35098551660228444,,Low,Modern,5413417.0,0.9999998152738252,0.0,1.0,0.0
523,NonResidential,Large Office,Adobe Seattle,801 N 34th,Seattle,WA,98103.0,1973200385,6,LAKE UNION,47.64822,-122.34848,1999,1,3,280957,114829,166128,"Data Center, Office, Parking, Restaurant",Office,152579.0,Parking,93893.0,Data Center,7500.0,2016201520142013201220112010,96.0,68.69999695,68.69999695,211.3000031,211.3000031,11325513.0,11325513.0,0.0,10986553.0,336610.0,Compliant,,94.47,0.34,24,0.5430688681897942,0.33418992941980447,0.026694476378947667,Low,Modern,11323163.0,0.9997925038803982,0.0,0.97,0.03
524,NonResidential,Large Office,Plaza 701 N 34th,701 N. 34th Street,Seattle,WA,98103.0,1973200387,6,LAKE UNION,47.64882,-122.34905,1999,1,4,243334,103032,140302,"Office, Parking",Office,138995.0,Parking,24549.0,,,201720162012,89.0,62.20000076,62.20000076,187.3999939,187.3999939,8651835.0,8651835.0,0.0,8116657.0,535178.0,Compliant,,85.01,0.35,24,0.5712107638061266,0.1008860249697946,,Low,Modern,8651835.0,1.0,0.0,0.94,0.06
525,NonResidential,Mixed Use Property,Seattle Art Museum,1300 1st Avenue,Seattle,WA,98101.0,1974700010,7,DOWNTOWN,47.6074,-122.33777,1991,1,6,154660,0,154660,"Data Center, Library, Non-Refrigerated Warehouse, Office, Other - Entertainment/Public Assembly, Other - Recreation, Other - Services, Restaurant, Social/Meeting Hall",Other - Entertainment/Public Assembly,119815.0,Other - Recreation,63101.0,Social/Meeting Hall,26380.0,,,209.3000031,212.3999939,519.0,522.7000122,52960796.0,53734196.0,17548416.0,34936812.0,475560.0,Compliant,,1623.34,10.5,32,0.7746993404888142,0.40799818957713696,0.17056769688348636,Medium,Modern,52960788.0,0.9999998489448686,0.33,0.66,0.01
526,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,Seattle,WA,98108.0,2738100010,2,GREATER DUWAMISH,47.55146,-122.32832,1982,1,5,390295,121375,268920,"Office, Parking",Office,243018.0,Parking,108408.0,,,,95.0,31.60000038,31.60000038,99.30000305,99.30000305,7683885.0,7683885.0,0.0,7683884.0,0.0,Compliant,,53.57,0.14,41,0.6226520964911157,0.27775913091379595,,,Modern,7683884.0,0.9999998698575004,0.0,1.0,0.0
527,NonResidential,Warehouse,Northwest Corporate Park,5900 4th Ave S,Seattle,WA,98108.0,2738100355,2,GREATER DUWAMISH,47.54983,-122.32858,1967,1,2,90000,0,90000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,70000.0,Office,20000.0,,,,87.0,15.89999962,16.29999924,46.20000076,46.70000076,1429146.375,1468317.375,0.0,1272922.0,156224.0,Compliant,,17.17,0.19,56,0.7777777777777778,0.2222222222222222,,Low,Old,1429146.0,0.9999997376056039,0.0,0.89,0.11
528,NonResidential,Retail Store,Oregon Tile & Marble,5930 6th Ave. South,Seattle,WA,98108.0,2738100425,2,GREATER DUWAMISH,47.55032,-122.32614,1966,1,1,50200,0,50200,Retail Store,Retail Store,50200.0,,,,,,,20.89999962,23.79999924,43.0,46.09999847,1047461.0,1193084.5,0.0,507461.0,540000.0,Compliant,,32.22,0.64,57,1.0,,,Low,Old,1047461.0,1.0,0.0,0.48,0.52
529,NonResidential,Small- and Mid-Sized Office,Ballard Building,2208 NW Market Street,Seattle,WA,98107.0,2767701055,6,BALLARD,47.66891,-122.38528,1925,1,6,94033,6200,87833,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store",Office,53993.0,Retail Store,24744.0,Parking,4500.0,,,56.59999847,60.20000076,130.8999939,134.5,4758198.0,5055586.0,0.0,2871051.0,1887147.0,Compliant,,120.24,1.28,98,0.5741920389650442,0.2631416630331905,0.04785554007635617,Medium,Very_old,4758198.0,1.0,0.0,0.6,0.4
530,NonResidential,Warehouse,Magnum Building,5422 Shilshole Avenue NW,Seattle,WA,98107.0,2767702765,6,BALLARD,47.66724,-122.38553,1941,1,2,63240,0,63240,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,63240.0,,,,,,100.0,3.599999905,4.300000191,6.599999905,7.400000095,227566.7031,272913.6875,0.0,85409.0,142158.0,Compliant,,8.15,0.13,82,1.0,,,Low,Old,227567.0,1.0000013046724145,0.0,0.38,0.62
532,NonResidential,Other,Ballard Blocks I,1416 NW 46th ST,Seattle,WA,98107.0,2768303229,6,BALLARD,47.66233,-122.3748,2008,1,5,322869,182454,140415,"Parking, Retail Store",Parking,182454.0,Retail Store,130744.0,,,,,130.6999969,134.8000031,308.3999939,312.7000122,17085344.0,17628306.0,0.0,10708106.0,6377238.0,Compliant,,413.35,1.28,15,0.5651022550941713,0.4049444201827986,,,Brand_new,17085344.0,1.0,0.0,0.63,0.37
533,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,Seattle,WA,98119.0,2770603715,7,MAGNOLIA / QUEEN ANNE,47.64676,-122.37581,1988,1,4,130293,23400,106893,"Parking, Self-Storage Facility",Self-Storage Facility,130293.0,Parking,8800.0,,,,,3.599999905,3.599999905,11.19999981,11.19999981,465533.3125,465533.3125,0.0,465533.0,0.0,Compliant,,3.25,0.02,35,1.0,0.06754008273660135,,Low,Modern,465533.0,0.9999993287268781,0.0,1.0,0.0
534,NonResidential,Warehouse,Nickerson Street Self  Storage,1300 W. Nickerson Street,Seattle,WA,98119.0,2770605769,7,MAGNOLIA / QUEEN ANNE,47.65567,-122.37478,1997,1,4,106041,0,106041,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106041.0,,,,,,94.0,10.60000038,11.80000019,25.70000076,27.0,1123943.0,1254908.5,0.0,739343.0,384600.0,Compliant,,25.58,0.24,26,1.0,,,Low,Modern,1123943.0,1.0,0.0,0.66,0.34
536,NonResidential,Self-Storage Facility,Magnolia Bridge Self Storage,1900 15th Ave W.,Seattle,WA,98119.0,2771604950,7,MAGNOLIA / QUEEN ANNE,47.63634,-122.3754,1956,1,3,94470,0,94470,Self-Storage Facility,Self-Storage Facility,94470.0,,,,,,,10.60000038,12.60000038,20.70000076,22.89999962,1000796.875,1187738.375,0.0,432859.0,567938.0,Compliant,,33.18,0.35,67,1.0,,,Low,Old,1000797.0,1.00000012490047,0.0,0.43,0.57
538,NonResidential,Large Office,Fifth and Jackson,315 Fifth Avenue,Seattle,WA,98104.0,5247801292,2,DOWNTOWN,47.59963,-122.32796,2002,1,10,181694,38186,143508,"Office, Other, Parking",Office,150840.0,Parking,26946.0,Other,2155.0,,88.0,49.90000153,50.90000153,156.8000031,159.6999969,7637986.0,7783714.5,0.0,7637985.0,0.0,Compliant,,53.25,0.29,21,0.8301870177331118,0.1483042918313208,0.011860600790339803,Medium,,7637985.0,0.9999998690754343,0.0,1.0,0.0
540,NonResidential,Warehouse,NWCP-SEA Bldg K,6136 6th Ave S,Seattle,WA,98108.0,5367201155,2,GREATER DUWAMISH,47.54769,-122.3251,1966,1,1,22780,0,22780,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22780.0,,,,,,33.0,17.60000038,17.60000038,55.40000153,55.40000153,402051.3125,402051.3125,0.0,402051.0,0.0,Compliant,,2.8,0.12,57,1.0,,,Low,Old,402051.0,0.9999992227360283,0.0,1.0,0.0
543,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,6701-6795 E. Marginal Way S.,Seattle,WA,98168.0,5367204080,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1,1,124472,0,124472,"Distribution Center, Parking",Distribution Center,124423.0,Parking,0.0,,,,62.0,43.90000153,51.0,65.40000153,72.80000305,5464762.0,6345882.5,0.0,1145957.0,4318805.0,Compliant,,237.36,1.91,56,0.9996063371681985,0.0,,Low,Old,5464762.0,1.0,0.0,0.21,0.79
774,NonResidential,Large Office,Pacific Building,720 3RD AVE,Seattle,WA,98104.0,0942000590,7,DOWNTOWN,47.60411,-122.33225,1970,1,22,227556,98556,129000,"Office, Parking",Office,227556.0,Parking,77887.79688,,,,95.0,37.29999924,39.29999924,117.1999969,123.5,8493420.0,8950688.0,0.0,8493419.0,0.0,Compliant,,59.21,0.26,53,1.0,0.34227968886779514,,Medium,Old,8493419.0,0.9999998822617979,0.0,1.0,0.0
544,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,6701-6797 E Marginal Way S.,Seattle,WA,98168.0,5367204080,2,GREATER DUWAMISH,47.54187,-122.32714,1967,1,1,50065,0,50065,"Distribution Center, Parking",Distribution Center,49918.0,Parking,0.0,,,,72.0,30.60000038,35.09999847,67.19999695,71.90000153,1529510.25,1751500.375,0.0,836261.0,693249.0,Compliant,,42.65,0.85,56,0.9970638170378507,0.0,,Low,Old,1529510.0,0.9999998365489868,0.0,0.55,0.45
545,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),6335 1st Ave S,Seattle,WA,98108.0,5367204505,2,GREATER DUWAMISH,47.54621,-122.33486,1969,1,1,57540,0,57540,Distribution Center,Distribution Center,57540.0,,,,,,26.0,44.90000153,48.79999924,94.69999695,98.90000153,2582687.0,2808274.75,0.0,1310981.0,1271706.0,Compliant,,76.68,1.33,54,1.0,,,Low,Old,2582687.0,1.0,0.0,0.51,0.49
546,NonResidential,Warehouse,NWCP-SEA Bldg A,410 S Front Street,Seattle,WA,98108.0,5367204745,2,GREATER DUWAMISH,47.54853,-122.32814,1966,1,1,85400,0,85400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,85400.0,,,,,,49.0,18.0,18.0,56.5,56.5,1536998.25,1536998.25,0.0,1536998.0,0.0,Compliant,,10.72,0.13,57,1.0,,,Low,Old,1536998.0,0.999999837345293,0.0,1.0,0.0
547,NonResidential,Warehouse,NWCP-SEA Bldg B,6001 6th Ave S,Seattle,WA,98108.0,5367204745,2,GREATER DUWAMISH,47.54912,-122.32819,1966,1,1,55700,0,55700,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55700.0,,,,,,63.0,9.300000191,9.5,29.29999924,29.79999924,519806.0938,528115.6875,0.0,519806.0,0.0,Compliant,,3.62,0.06,57,1.0,,,Low,Old,519806.0,0.9999998195480948,0.0,1.0,0.0
548,NonResidential,Small- and Mid-Sized Office,Resource Center,5933 6th Ave S,Seattle,WA,98108.0,5367204756,2,GREATER DUWAMISH,47.54965,-122.3278,1964,1,1,53250,0,53250,"Office, Parking",Office,52759.0,Parking,0.0,,,,96.0,34.0,33.40000153,77.19999695,75.30000305,1794187.25,1760992.25,0.0,1048173.0,746014.0,Compliant,,46.93,0.88,59,0.9907793427230047,0.0,,Low,Old,1794187.0,0.9999998606611433,0.0,0.58,0.42
549,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,400 Mercer Street,Seattle,WA,98109.0,5457801420,7,MAGNOLIA / QUEEN ANNE,47.62476,-122.34843,1987,1,6,78672,28427,50245,Office,Office,78672.0,,,,,,98.0,27.70000076,28.20000076,79.30000305,79.80000305,2179719.75,2220030.5,0.0,1888502.0,291217.0,Compliant,,28.63,0.36,36,1.0,,,Medium,Modern,2179719.0,0.9999996559190694,0.0,0.87,0.13
550,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,11512 Aurora Avenue N,Seattle,WA,98133.0,5687500005,5,NORTHWEST,47.71286,-122.34422,1986,1,3,64660,0,64660,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,64660.0,,,,,,89.0,5.0,5.199999809,13.0,13.10000038,325513.0,333622.5938,0.0,237813.0,87700.0,Compliant,,6.32,0.1,37,1.0,,,Low,Modern,325513.0,1.0,0.0,0.73,0.27
551,NonResidential,Mixed Use Property,Richmark Label,1110 East Pine Street,Seattle,WA,98122.0,6003500510,3,EAST,47.61552,-122.31744,1927,1,2,75844,19928,55916,"Office, Other, Parking",Other,28442.0,Office,28441.0,Parking,18961.0,,,64.80000305,66.40000153,193.1999969,194.8999939,3684188.5,3774978.5,0.0,3406851.0,277337.0,Compliant,,38.48,0.51,96,0.3750065924792996,0.3749934075207004,0.25,Low,Very_old,3684188.0,0.999999864284903,0.0,0.92,0.08
552,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,3800 1st Avenue South,Seattle,WA,98134.0,6172900005,2,GREATER DUWAMISH,47.5701,-122.33342,1968,1,1,161678,0,161678,Distribution Center,Distribution Center,162425.0,,,,,,25.0,57.59999847,62.09999847,142.0,145.5,9357230.0,10093972.0,0.0,6332002.0,3025227.0,Compliant,,204.81,1.27,55,1.0046202946597558,,,Low,Old,9357229.0,0.9999998931307663,0.0,0.68,0.32
553,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,3844 1ST AVE S,Seattle,WA,98134.0,6172900010,2,GREATER DUWAMISH,47.56874,-122.33303,1949,1,1,101101,0,101101,Distribution Center,Distribution Center,101101.0,,,,,,1.0,215.6000061,211.1000061,676.5999756,662.5,21795830.0,21341708.0,0.0,21779250.0,16577.0,Compliant,,152.71,1.51,74,1.0,,,Low,Old,21795827.0,0.9999998623589925,0.0,1.0,0.0
554,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,3601 2ND AVE S,Seattle,WA,98134.0,6172900015,2,GREATER DUWAMISH,47.57023,-122.33241,1980,1,1,52613,0,52613,Distribution Center,Distribution Center,59504.0,,,,,,80.0,17.79999924,20.70000076,37.29999924,40.29999924,1061458.25,1231121.75,0.0,527872.0,533586.0,Compliant,,32.02,0.61,43,1.1309752342576929,,,Low,Modern,1061458.0,0.999999764474957,0.0,0.5,0.5
555,NonResidential,Other,Cascade Designs Inc. ( Yosemite ),4000 1st Ave. South,Seattle,WA,98134.0,6172900075,2,GREATER DUWAMISH,47.56785,-122.33361,1940,1,1,56608,0,56608,"Office, Other",Other,45340.0,Office,11520.0,,,,,89.59999847,92.30000305,250.3999939,251.0,5094197.0,5246590.0,0.0,4253264.0,840932.0,Compliant,,74.31,1.31,83,0.8009468626342566,0.2035048049745619,,Low,Old,5094196.0,0.999999803698208,0.0,0.83,0.17
556,NonResidential,Refrigerated Warehouse,Charlies Produce,4103 2nd Ave South,Seattle,WA,98134.0,6172900230,2,GREATER DUWAMISH,47.56637,-122.33273,1953,1,1,104099,0,104099,"Office, Parking, Refrigerated Warehouse",Refrigerated Warehouse,100000.0,Office,4099.0,Parking,0.0,,,170.0,167.3999939,525.5,515.2000122,17695420.0,17427156.0,0.0,17283711.0,411705.0,Compliant,,142.36,1.37,70,0.9606240213642783,0.039375978635721766,0.0,Low,Old,17695416.0,0.9999997739528081,0.0,0.98,0.02
557,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,8704 Greenwood Ave N,Seattle,WA,98103.0,6431500015,5,NORTHWEST,47.69267,-122.35506,2003,1,1,58184,7450,50734,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,51722.0,Parking,0.0,,,,41.0,284.5,291.5,620.2000122,627.5999756,14715262.0,15076756.0,0.0,7956442.0,6758820.0,Compliant,,414.43,7.12,20,0.8889385398047573,0.0,,Low,Brand_new,14715262.0,1.0,0.0,0.54,0.46
558,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,1531 NE 145th Street,Seattle,WA,98155.0,6632300290,5,NORTH,47.73315,-122.3105,1980,1,1,58480,0,58480,Supermarket/Grocery Store,Supermarket/Grocery Store,44431.0,,,,,,37.0,248.8000031,254.6000061,581.9000244,588.0,11054535.0,11311432.0,0.0,6817771.0,4236763.0,Compliant,,272.54,4.66,43,0.7597640218878249,,,Low,Modern,11054534.0,0.9999999095393881,0.0,0.62,0.38
561,NonResidential,Large Office,Alley24,221 Yale Avenue North,Seattle,WA,98109.0,6849700145,7,LAKE UNION,47.62029,-122.33078,2005,1,6,336700,124800,211900,"Office, Parking, Retail Store",Office,217977.0,Parking,4569.0,Retail Store,0.0,,95.0,41.59999847,42.20000076,113.5,113.5,9058916.0,9200102.0,0.0,7877393.0,0.0,Compliant,,54.92,0.16,18,0.6473923373923374,0.01356994356994357,0.0,Medium,Brand_new,7877393.0,0.8695734677305762,0.0,0.87,0.0
